Category,ASIN,SKU,Product Name,Shipping Template,BB Jan 25,BB Feb 25,BB Mar 25,BB Apr 25,BB May 25,BB Jun 25,BB Jul 25,BB Aug 25,BB Sep 25,BB Oct 25,BB Nov 25,BB Dec 25,BB Jan-Feb 26,Pre-Change Avg BB,Post-Change Avg BB,BB Change,Sessions (Total),Revenue (Total),Orders (Total),Sessions (Jan-Feb 26),Revenue (Jan-Feb 26),Active Months,Wasted Sessions (Latest),Notes,Buy Box,BB Profit if matched,Updated
⚪ LOW TRAFFIC,B00172EPII,CAL31 - 001 Prime,Callebaut Chocolate Cappuccino Flavour Easi-Melt Buttons Callets 2.5 Kg,One Day,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,10.0%,-90.0%,73,62,1,7,0,1,7,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0FTMPV1WJ,FAT00B - 002 One Day,Bespoke Foods Pure Goose Fat 320g – Pack of 6 | Cooking & Roasting Fat,One Day,,,,,,,,,100.0%,100.0%,100.0%,,,,100.0%,,10,59,2,0,0,2,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0GFP621ZR,ITA22 - 001 One Day,"Zarpellon Grana Padano Grated Cheese 1kg – Authentic Italian Hard Cheese for Pasta, Pizza & Cooking/BBE 01/03/2026",One Day,,,,,,,,,,,,100.0%,100.0%,,100.0%,,26,53,2,18,26,2,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0GGK7X3KK,GRE08 - 001 One Day,"Yamas Halloumi Sticks 1.2 kg – Cypriot Halloumi PDO for Grilling & Frying, BBE 20/08/2026",One Day,,,,,,,,,,,,25.0%,80.0%,,25.0%,,14,48,1,11,48,1,2,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0FC8N42XZ,BRE13 - 005 One Day,Brioche Loaf St Pierres Pre Sliced 500g (4x500g),One Day,,,,,,,,0.0%,60.0%,100.0%,66.7%,60.0%,27.3%,,57.3%,,24,41,2,9,21,2,6,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0FS7W62LZ,ORI23 - 008 One Day,"Mae Ploy Massaman Curry Paste – 2 × 400 g Jars, Authentic Thai Cooking",One Day,,,,,,,,100.0%,100.0%,100.0%,66.7%,50.0%,10.0%,,83.3%,,33,30,3,9,0,3,8,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B08LVVBHD2,SPICOR06 - 001 Prime,Old India Coriander Leaves 500g,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5.0%,5.0%,92,24,2,12,0,1,12,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B08LVV9NDD,SPIBAH01 - 001 Prime,Old India Baharat Spice 500g,One Day,2.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,1.0%,5.0%,4.0%,227,23,1,5,0,1,5,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B010E0NFGG,MAY31 - 003 Prime,"Heinz Mayonnaise, 2.15Ltr",One Day,,,,,,33.3%,100.0%,0.0%,,15.0%,0.0%,0.0%,0.0%,,24.7%,,52,17,1,5,0,1,5,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0D7J1B9N8,CAMBR014 - 002 Prime,"Cambrook (1kg, Nut Mix No. 11)",One Day,100.0%,100.0%,60.0%,100.0%,100.0%,100.0%,100.0%,100.0%,80.0%,100.0%,100.0%,100.0%,100.0%,100.0%,94.0%,-6.0%,60,17,1,1,0,1,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B08BPBDBVS,CAL04AG,Callebaut White Chocolate 'W2' Callets - 6x1kg,One Day,75.0%,85.7%,100.0%,100.0%,,,0.0%,100.0%,100.0%,100.0%,,25.0%,14.3%,80.4%,75.0%,-5.4%,34,0,0,7,0,0,5,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0GMWZWC6M,Callebaut Bundle - 006,Callebaut Chocolate Bundle – 2 x W2 White & 2 x 823 Milk Callets 400g (1.6kg Total),One Day,,,,,,,,,,,,,75.0%,,,,2,0,0,2,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B017QHSVWI,NUTALM001BA - 001 One,Curtis Blanched Flaked Almonds - 1 x 1kg,One Day,,,,,,,,,,,,,0.0%,,,,1,0,0,1,0,0,1,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G541FDZ9,CALSHA003 - 001 One,"Callebaut White Chocolate Spring Shavings – 2.5 kg Box – Decorative Chocolate Shavings for Cakes, Ice Cream, Pastries & Dessert Decoration - Sold by Parkers Foodservice",One Day,,,,,,,,,,,100.0%,100.0%,94.7%,,100.0%,,35,0,0,17,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0FRNCLB2D,DRI28KA - 002,"Fresh As Whole Freeze-Dried Raspberries – 150g, 100% Natural Fruit Snack & Baking Ingredient",One Day,,,,,,,,100.0%,100.0%,100.0%,,,,,100.0%,,3,0,0,0,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B00XWRBHO6,MONINS22 - 010,Monin Gum (Gomme) Syrup - 6x70cl,One Day,0.0%,0.0%,,50.0%,50.0%,16.7%,0.0%,0.0%,50.0%,16.7%,0.0%,0.0%,0.0%,0.0%,20.4%,20.4%,58,0,0,5,0,0,5,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0GBYR9T27,DRIDAT006 - 003 One Day,Buchanan Pitted Date Halves 3 kg – Sweet Dried Fruit – Baking & Snacks,One Day,,,,,,,,,,,33.3%,,100.0%,,33.3%,,5,0,0,3,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0CW9W318J,DEC23 - 005 Prime,Luxury Chocolate Sticks 1.6kg (15),One Day,100.0%,,100.0%,100.0%,100.0%,,100.0%,100.0%,100.0%,100.0%,100.0%,66.7%,80.0%,100.0%,96.3%,-3.7%,31,0,0,5,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0GGJ22PXT,ITA21 - 001 One Day,"Gourmet Grated Vegetarian Hard Cheese – 1 kg, Italian Cow’s Milk, Pasteurised, Current BBE 12/02/26",One Day,,,,,,,,,,,,83.3%,83.3%,,83.3%,,8,0,0,4,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B00SBR7FWA,DEC014 - 003 Prime,Callebaut White Shiny Crispearls 800 g,One Day,,,0.0%,0.0%,,,0.0%,0.0%,0.0%,,,,0.0%,,0.0%,,12,0,0,1,0,0,1,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0DCC8C5QB,Bundle - 173 Prime,Old India (Spice Rack Essentials),One Day,,,,,,100.0%,0.0%,,,,,100.0%,100.0%,,66.7%,,4,0,0,1,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B009HDUMD6,CAL30A,Callebaut Chocolate Caramel Flavour Easi-Melt Buttons Callets 2.5 Kg,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,36,0,0,2,0,0,2,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0CW9RJR8B,DEC23 - 003 Prime,Luxury Chocolate Sticks 1.6kg (4),One Day,,,,,,,,,,,100.0%,,,,100.0%,,1,0,0,0,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B09T3CRRV9,CAL04 - 010 One day,Finest Belgian Chocolate White Callets 2.5kg,One Day,15.2%,100.0%,100.0%,100.0%,,100.0%,,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,57.6%,100.0%,42.4%,61,0,0,1,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G6FN9HM6,DRIFIG001 - 002 Prime,"Curtis Whole Dried Figs 1kg – Wholesale Bulk Turkish Dried Figs – 100% Natural, Vegan, No Added Sugar",One Day,,,,,,,,,,,100.0%,80.0%,80.0%,,90.0%,,16,0,0,5,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0CW9V8X81,DEC23 - 002 Prime,Luxury Chocolate Sticks 1.6kg (2),One Day,100.0%,,,,,,100.0%,,,,,0.0%,100.0%,100.0%,50.0%,-50.0%,6,0,0,2,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0D4VPVKK4,CAL08A - 006 Prime,Luxury - POWER - 80% Callets - 2.5kg (4),One Day,100.0%,100.0%,100.0%,100.0%,100.0%,,100.0%,,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,49,0,0,2,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G66TMBLH,DRIFIG001 - 001 Prime,"Curtis Whole Dried Figs 6 x 1kg – Wholesale Bulk Turkish Dried Figs – 100% Natural, Vegan, No Added Sugar",One Day,,,,,,,,,,,0.0%,100.0%,100.0%,,50.0%,,3,0,0,1,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0FC8LQWKP,BRE13 - 003 One Day,Brioche Loaf St Pierres Pre Sliced 500g (1x500g),One Day,,,,,,,,0.0%,0.0%,100.0%,48.2%,0.0%,0.0%,,29.6%,,67,0,0,6,0,0,6,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0D3886PXK,Bundle - 105 Prime,"Callebaut BUNDLE - WHITE, DARK, MARBLED Chocolate Pencils - 3 x 900g",One Day,100.0%,,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,100.0%,100.0%,,,100.0%,100.0%,0.0%,38,0,0,0,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0GFP6QXTZ,ITA04 - 001 One Day,Futura Foods Shaved Grana Padano PDO Cheese – 1kg (Chilled) / BBE 26/01/2026,One Day,,,,,,,,,,,,83.3%,83.3%,,83.3%,,8,0,0,4,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G61JLHXY,MED04B - 001 One,Cherrybell® Sweet Chilli Pepper Diced 3kg,One Day,,,,,,,,,,,100.0%,100.0%,100.0%,,100.0%,,4,0,0,1,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B00172CYOK,CAL33 - 003 Prime,Callebaut Chocolate Orange Flavour Easi-Melt Buttons Callets 2.5 Kg,One Day,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,0.0%,,74,0,0,6,0,0,6,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B08BS5XDX6,CAL04B - 007,Callebaut W2 Finest Belgian White Chocolate Callets 28.0% Cocoa 7 x 400g,One Day,100.0%,100.0%,0.0%,0.0%,,100.0%,100.0%,100.0%,100.0%,,33.3%,100.0%,71.4%,100.0%,66.7%,-33.3%,32,0,0,7,0,0,1,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G7L6V7H8,CHR04E - 002 One Day,"Matthew Walker Luxury Christmas Pudding 36 x 100g – Premium Festive Dessert with Rum & Brandy, Gluten Wheat & Almonds",One Day,,,,,,,,,,,100.0%,100.0%,100.0%,,100.0%,,13,0,0,7,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0DCC7R2CD,Bundle - 175 Prime,Old India (Middle Eastern Flavors),One Day,,,100.0%,100.0%,,100.0%,100.0%,,,,,100.0%,100.0%,,100.0%,,7,0,0,1,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0D3F3L3NL,DEC08A - 003 Prime,Parkers - Chocolate Pencils - 4 X 900gm (DARK),One Day,,,,100.0%,,,100.0%,100.0%,100.0%,,100.0%,0.0%,100.0%,,83.3%,,10,0,0,2,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0F9ZNLMCN,FRB32C - 001 One day,"Brioche Bun, No Seeds, 6 per Bag, Sliced (12-42 pcs) St Pierres (42 Buns (7 Bags Of 6 Buns))",One Day,,,,,,,,33.3%,100.0%,62.5%,100.0%,100.0%,90.0%,,79.2%,,36,0,0,13,0,0,1,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0FC88B9K7,BRE13 - 004 One Day,Brioche Loaf St Pierres Pre Sliced 500g (7x500g),One Day,,,,,,,,0.0%,0.0%,,50.0%,,100.0%,,16.7%,,7,0,0,1,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B08BPC6D3P,BAK13C,Callebaut Fine Hazelnut Praline Paste - 6x1kg,One Day,,100.0%,,,100.0%,,100.0%,100.0%,,,,100.0%,100.0%,100.0%,100.0%,0.0%,13,0,0,1,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0CW9SGHXP,DEC23 - 004 Prime,Luxury Chocolate Sticks 1.6kg (6),One Day,,,,,100.0%,,100.0%,,100.0%,100.0%,100.0%,,100.0%,,100.0%,,9,0,0,2,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G6G28514,DRI05AAA - 001 One,Desiccated Coconut 2kg – Premium Shredded Coconut for Baking & Cooking,One Day,,,,,,,,,,,100.0%,100.0%,100.0%,,100.0%,,14,0,0,7,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B01E4KE83G,VAN03T,Taylor & Colledge | Vanilla Bean Extract | 4 x 100ml,One Day,,,,,,0.0%,0.0%,0.0%,,,,,,,0.0%,,6,0,0,0,0,0,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0GGBZDGNL,SLICED08 - 001 One Day,QUESERIAS ENTREPINARES Cheeson Burger Cheese Slices – 1.4 kg Processed Cheese with Vegetable Fat - BBE 11/12/26,One Day,,,,,,,,,,,,50.0%,57.1%,,50.0%,,5,0,0,4,0,0,1,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ REVIEW,B0D2RRBRNB,Bundle - 092 Prime,WHITE and MILK Chocolate Chunks - 2 x 2.5kg Compatible with Callebaut,One Day,91.7%,66.7%,100.0%,77.8%,100.0%,100.0%,100.0%,96.3%,100.0%,100.0%,100.0%,100.0%,100.0%,79.2%,97.4%,18.2%,209,1497,15,15,0,8,0,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B076KRW7KK,COL06 - 002 Prime,Colmans Horseradish Sauce - 2x2.25ltr,One Day,75.0%,78.6%,75.0%,90.0%,75.0%,57.1%,83.3%,11.1%,0.0%,0.0%,0.0%,0.0%,0.0%,76.8%,39.2%,-37.6%,166,608,14,13,0,4,13,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B0CZ4B33TM,Bundle - 079 Prime,Parkers Tate & Lyle Sugar Bundle - Demerara and White SACHETS - 2 x 2.5kg,One Day,100.0%,100.0%,0.0%,80.0%,100.0%,100.0%,100.0%,100.0%,85.7%,100.0%,50.0%,100.0%,100.0%,100.0%,81.6%,-18.4%,45,338,8,2,0,6,0,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B00JEHF262,PEP100E - 001 Prime,Old India Cracked Black Pepper 1 Kg,One Day,9.8%,14.9%,7.5%,22.1%,5.8%,0.0%,0.9%,0.0%,0.0%,1.5%,0.0%,0.0%,0.0%,12.4%,3.8%,-8.6%,"1,243",148,9,194,0,3,194,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B0048EZV62,TILDA003 - 001 Prime,Tilda Thai Jasmine Rice 5 kg,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"5,469",18,1,463,0,1,463,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B08LVF59LQ,SPIJER001 - 001,Old India Jerk Seasoning 500g,One Day,75.0%,100.0%,42.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,87.5%,4.3%,-83.2%,157,9,1,37,0,1,37,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B01MZGACDN,MONINF001 - 003 One Day,Monin Vanilla Frappe Mix 1.35kg Tub - Flavoured Coffee Powder for Coffee Shops by Monin,One Day,,,,,,,,0.0%,41.2%,25.0%,50.0%,77.8%,81.5%,,38.8%,,94,0,0,26,0,0,4,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B00JEHEJU2,SPIMUS02 - 001 Prime,Old India Mustard Seeds Black (Brown) Whole 500 g,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"2,898",0,0,307,0,0,307,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B0CWDNGH1M,BARE002 - 005,"Protein Bar Soft Bar 16g protein, 12x55g chocolate protein bars (Salted peanut Caramel)",One Day,,,,,,,,,66.7%,0.0%,33.3%,19.1%,16.1%,,29.8%,,81,0,0,32,0,0,26,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B08LVXXXMN,SPISUM01 - 001 Prime,Old India Sumac 500g,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,291,0,0,29,0,0,29,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B0D6467R8P,BRE13 - 006 One Prime,"St Pierre Sliced Brioche Loaf | 500g Each | Rich, soft and tasty pre-sliced brioche loaf | Suitable for vegetarians (7 Pack)",One Day,,,,,,,,0.0%,62.1%,28.5%,0.0%,0.0%,2.0%,,18.1%,,240,0,0,47,0,0,46,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B0GGHMFRV8,GRE03D - 001 One day,"Yamas Halloumi Cheese Block 750g – 100% Cow, Sheep & Goat Milk, Authentic Cypriot Cheese, Grilling & Frying Cheese, Vegetarian Friendly",One Day,,,,,,,,,,,,100.0%,100.0%,,100.0%,,31,0,0,20,0,0,0,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B0F32Y7KVR,BARE008 - 001,"Barebells Protein Bars - 12 Count, 20g High Protein Treats – Sugar Free Chocolate Nutrition Bar, Low Carb – On The Go Breakfast or Post-Workout Snack (Peanut Butter)",One Day,,,,,,,,,,,,0.0%,0.5%,,0.0%,,"1,581",0,0,"1,418",0,0,"1,411",Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B08LVFTKNJ,SPIFEN04 - 002 Prime,Old India Ground Fenugreek 500g,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,701,0,0,65,0,0,65,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B077BJ6Y2Q,MUFFIN024A - 001 One Day,Food Connections Mixed Untopped Muffins - 1x16,One Day,,,,,,,,,,,,3.7%,2.5%,,3.7%,,138,0,0,93,0,0,90,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B00JEHH12A,SPIPIR01 - 001 Prime,Old India Piri Piri Seasoning 500 g,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"3,717",0,0,341,0,0,341,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B00JEHFQK4,SPICOR06 - 002 Prime,Old India Coriander Leaves (Cilantro) 500 g,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,355,0,0,44,0,0,44,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B0B9ND9V11,CHR04E - 001,"Matthew Walker Festive Luxury Christmas Pudding 100 g (Pack of 36) – A Single Serve Rich Dessert With Moist Texture – Perfect For Gifting, Catering Or Personal Festive Indulgence",One Day,,,,,,,,,,,2.2%,38.6%,48.6%,,20.4%,,130,0,0,51,0,0,26,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B09Z33WLYN,ALP10A - 001 One Day,"Rude Health 6 x 1 Litre Coconut Barista Drink, Dairy Free, 100% Natural Drink, No Added Sugar, Healthy & Vegan Milk, Lactose Free Milk, No Additives, Gluten Free, Recyclable Packaging",One Day,,,,,,,,,,0.0%,0.0%,0.0%,0.0%,,0.0%,,"4,820",0,0,"2,702",0,0,"2,702",Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B08LVVVTWD,SAL07E - 001 Prime,Old India Celery Salt 500g,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.2%,0.2%,736,0,0,96,0,0,96,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B0BT23BX5Q,COL01 - 002 Prime,"Colman's English Mustard, 2.25 Litre (Pack of 2)",One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,668,0,0,86,0,0,86,Insufficient data to categorise. Check listing status.,,,
⚪ REVIEW,B09QZB2MD1,MEA03A - 002 Prime,Hertford Fine Foods Corned Beef 340g (Pack of 12),One Day,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"6,324",0,0,909,0,0,909,Insufficient data to categorise. Check listing status.,,,
